video_id,title,thumbnail_default,thumbnail_medium,thumbnail_high,published_at
b5-m-JLLVk0,第19回 ジュニアNISA【お金の勉強 株式投資編】,https://i.ytimg.com/vi/b5-m-JLLVk0/default.jpg,https://i.ytimg.com/vi/b5-m-JLLVk0/mqdefault.jpg,https://i.ytimg.com/vi/b5-m-JLLVk0/hqdefault.jpg,2019-01-30T22:00:05Z
Q7RflKP75xg,第8回  お金持ちはどんなクレジットカードを持ってるの？【人生論】,https://i.ytimg.com/vi/Q7RflKP75xg/default.jpg,https://i.ytimg.com/vi/Q7RflKP75xg/mqdefault.jpg,https://i.ytimg.com/vi/Q7RflKP75xg/hqdefault.jpg,2019-01-26T22:00:00Z
McUmn6Mkl_I,第1-2回 経済的自由になるために4つの所得を極めよう【お金の勉強 株式投資編】,https://i.ytimg.com/vi/McUmn6Mkl_I/default.jpg,https://i.ytimg.com/vi/McUmn6Mkl_I/mqdefault.jpg,https://i.ytimg.com/vi/McUmn6Mkl_I/hqdefault.jpg,2018-12-01T22:00:00Z
exRruUMUboI,第9-2回 不動産投資の理想の利回りは何パーセント？ 後編【お金の勉強 不動産投資編】,https://i.ytimg.com/vi/exRruUMUboI/default.jpg,https://i.ytimg.com/vi/exRruUMUboI/mqdefault.jpg,https://i.ytimg.com/vi/exRruUMUboI/hqdefault.jpg,2018-12-30T22:00:02Z
ZWyH0f8gvK0,第12回 人生で買って良かったものランキングベスト5【人生論】,https://i.ytimg.com/vi/ZWyH0f8gvK0/default.jpg,https://i.ytimg.com/vi/ZWyH0f8gvK0/mqdefault.jpg,https://i.ytimg.com/vi/ZWyH0f8gvK0/hqdefault.jpg,2019-02-10T22:00:03Z
42i2GXQ2Bvw,第4回 書評「管理ゼロで成果はあがる」その2【経営論】,https://i.ytimg.com/vi/42i2GXQ2Bvw/default.jpg,https://i.ytimg.com/vi/42i2GXQ2Bvw/mqdefault.jpg,https://i.ytimg.com/vi/42i2GXQ2Bvw/hqdefault.jpg,2019-02-03T22:00:01Z
IsGJKTLLHpA,第4回 書評「管理ゼロで成果はあがる」その3【経営論】,https://i.ytimg.com/vi/IsGJKTLLHpA/default.jpg,https://i.ytimg.com/vi/IsGJKTLLHpA/mqdefault.jpg,https://i.ytimg.com/vi/IsGJKTLLHpA/hqdefault.jpg,2019-02-04T22:00:02Z
wlHrG1LT9mo,第6回 携帯電話「転売ビジネス」で儲けることは出来るか？【社会・トレンド】,https://i.ytimg.com/vi/wlHrG1LT9mo/default.jpg,https://i.ytimg.com/vi/wlHrG1LT9mo/mqdefault.jpg,https://i.ytimg.com/vi/wlHrG1LT9mo/hqdefault.jpg,2019-03-21T22:00:03Z
n4fDPA5VqmQ,第28回 楽天証券の毎日100円つみたて投資でポイントをゲットするのはお得か？【お金の勉強 株式投資編】,https://i.ytimg.com/vi/n4fDPA5VqmQ/default.jpg,https://i.ytimg.com/vi/n4fDPA5VqmQ/mqdefault.jpg,https://i.ytimg.com/vi/n4fDPA5VqmQ/hqdefault.jpg,2019-03-30T10:00:09Z
uC1N37XPWrE,第4回 競馬必勝法で3400万円搾取【社会・トレンド】,https://i.ytimg.com/vi/uC1N37XPWrE/default.jpg,https://i.ytimg.com/vi/uC1N37XPWrE/mqdefault.jpg,https://i.ytimg.com/vi/uC1N37XPWrE/hqdefault.jpg,2019-03-06T22:00:03Z
893Q1wcwthg,第14回 人生で後悔してる買い物ランキング【人生論】,https://i.ytimg.com/vi/893Q1wcwthg/default.jpg,https://i.ytimg.com/vi/893Q1wcwthg/mqdefault.jpg,https://i.ytimg.com/vi/893Q1wcwthg/hqdefault.jpg,2019-02-13T22:00:00Z
bPzhPHR7HAI,2019お正月イラストコンテスト結果発表,https://i.ytimg.com/vi/bPzhPHR7HAI/default.jpg,https://i.ytimg.com/vi/bPzhPHR7HAI/mqdefault.jpg,https://i.ytimg.com/vi/bPzhPHR7HAI/hqdefault.jpg,2019-01-06T09:03:59Z
bfghGc9JkgA,第68回【初心者向け】投資信託とETFの違いを分かりやすく解説。高配当株好きはETFがおすすめ！【株式投資編】,https://i.ytimg.com/vi/bfghGc9JkgA/default.jpg,https://i.ytimg.com/vi/bfghGc9JkgA/mqdefault.jpg,https://i.ytimg.com/vi/bfghGc9JkgA/hqdefault.jpg,2019-09-27T22:00:07Z
AVuCtleBnRI,第102回 パートや主婦が扶養範囲内で働くとき年収はいくらがお得？【お金の勉強 初級編】,https://i.ytimg.com/vi/AVuCtleBnRI/default.jpg,https://i.ytimg.com/vi/AVuCtleBnRI/mqdefault.jpg,https://i.ytimg.com/vi/AVuCtleBnRI/hqdefault.jpg,2019-05-28T22:00:00Z
FIIAdb0NMms,第32回 50歳から老後資金を貯めるためにどこに投資すれば良いか？【お金の勉強 株式投資編】,https://i.ytimg.com/vi/FIIAdb0NMms/default.jpg,https://i.ytimg.com/vi/FIIAdb0NMms/mqdefault.jpg,https://i.ytimg.com/vi/FIIAdb0NMms/hqdefault.jpg,2019-04-09T22:00:01Z
vVUI_RKQtZI,第37回 学長が初心者におすすめする米国高配当株(ETF)【お金の勉強 株式投資編】,https://i.ytimg.com/vi/vVUI_RKQtZI/default.jpg,https://i.ytimg.com/vi/vVUI_RKQtZI/mqdefault.jpg,https://i.ytimg.com/vi/vVUI_RKQtZI/hqdefault.jpg,2019-05-14T22:00:10Z
oJnfQPKxNUo,第117回 お金持ちへの道！確定申告を制するものは蓄財レースを制す【お金の勉強　初級編】,https://i.ytimg.com/vi/oJnfQPKxNUo/default.jpg,https://i.ytimg.com/vi/oJnfQPKxNUo/mqdefault.jpg,https://i.ytimg.com/vi/oJnfQPKxNUo/hqdefault.jpg,2019-07-19T22:00:03Z
WC5y9FSzyCU,第124回 平均的な年収・家計支出でも、平均的な投資でお金持ちになれるのか？【お金の勉強　初級編】,https://i.ytimg.com/vi/WC5y9FSzyCU/default.jpg,https://i.ytimg.com/vi/WC5y9FSzyCU/mqdefault.jpg,https://i.ytimg.com/vi/WC5y9FSzyCU/hqdefault.jpg,2019-08-05T22:00:09Z
kQGa-Efgbv0,第126回【足りなくなった原因は何？】教育資金を準備する方法【お金の勉強　初級編】,https://i.ytimg.com/vi/kQGa-Efgbv0/default.jpg,https://i.ytimg.com/vi/kQGa-Efgbv0/mqdefault.jpg,https://i.ytimg.com/vi/kQGa-Efgbv0/hqdefault.jpg,2019-08-12T22:00:11Z
tW3L5KIVgUM,第62回【ファミリー解散】会社を1年間有給にした社長の末路【人生論】,https://i.ytimg.com/vi/tW3L5KIVgUM/default.jpg,https://i.ytimg.com/vi/tW3L5KIVgUM/mqdefault.jpg,https://i.ytimg.com/vi/tW3L5KIVgUM/hqdefault.jpg,2019-09-16T22:00:10Z
3jb6J84ZEzk,第6回 会社をつくるとなぜ節税になるのか？法人にした方が良いタイミングとは？【お金を&quot;貯める&quot;】,https://i.ytimg.com/vi/3jb6J84ZEzk/default.jpg,https://i.ytimg.com/vi/3jb6J84ZEzk/mqdefault.jpg,https://i.ytimg.com/vi/3jb6J84ZEzk/hqdefault.jpg,2019-07-03T22:00:00Z
3QuRWLE50vg,【漫画】最速でお金持ちになる方法とは？ 〜悩める会社員山田くん、両学長に出会う〜の巻【マンガ動画】,https://i.ytimg.com/vi/3QuRWLE50vg/default.jpg,https://i.ytimg.com/vi/3QuRWLE50vg/mqdefault.jpg,https://i.ytimg.com/vi/3QuRWLE50vg/hqdefault.jpg,2019-08-23T22:00:00Z
1Rb5F6L5EqY,第34回 失敗や嫌な過去を変える方法【人生論】,https://i.ytimg.com/vi/1Rb5F6L5EqY/default.jpg,https://i.ytimg.com/vi/1Rb5F6L5EqY/mqdefault.jpg,https://i.ytimg.com/vi/1Rb5F6L5EqY/hqdefault.jpg,2019-05-01T22:00:00Z
6kj5E_oSWTU,第100回 葬儀費用でぼったくられないための必須知識【お金の勉強 初級編】,https://i.ytimg.com/vi/6kj5E_oSWTU/default.jpg,https://i.ytimg.com/vi/6kj5E_oSWTU/mqdefault.jpg,https://i.ytimg.com/vi/6kj5E_oSWTU/hqdefault.jpg,2019-05-22T22:00:02Z
lkPhWzNHonY,第92回 共済と民間保険はどっちがお得？【お金の勉強 初級編】,https://i.ytimg.com/vi/lkPhWzNHonY/default.jpg,https://i.ytimg.com/vi/lkPhWzNHonY/mqdefault.jpg,https://i.ytimg.com/vi/lkPhWzNHonY/hqdefault.jpg,2019-05-06T10:00:05Z
hZLzo0GhfDE,第47回 株の暴落が起きると配当金はどうなるのか？【お金の勉強　株式投資編】,https://i.ytimg.com/vi/hZLzo0GhfDE/default.jpg,https://i.ytimg.com/vi/hZLzo0GhfDE/mqdefault.jpg,https://i.ytimg.com/vi/hZLzo0GhfDE/hqdefault.jpg,2019-07-11T22:00:03Z
OVjraMT09MM,第64回【大富豪に教わった】GIVEしても成功する人としない人の違い【人生論】,https://i.ytimg.com/vi/OVjraMT09MM/default.jpg,https://i.ytimg.com/vi/OVjraMT09MM/mqdefault.jpg,https://i.ytimg.com/vi/OVjraMT09MM/hqdefault.jpg,2019-09-21T22:00:02Z
VIyRUXKLYck,第65回 【資産運用の答え】普通の人は知らない米国200年の真実【株式投資編】,https://i.ytimg.com/vi/VIyRUXKLYck/default.jpg,https://i.ytimg.com/vi/VIyRUXKLYck/mqdefault.jpg,https://i.ytimg.com/vi/VIyRUXKLYck/hqdefault.jpg,2019-09-18T22:00:03Z
LD09UmHrVp4,第46回 他人を変える方法【他人は変えられないが気づきの種は蒔ける】【人生論】,https://i.ytimg.com/vi/LD09UmHrVp4/default.jpg,https://i.ytimg.com/vi/LD09UmHrVp4/mqdefault.jpg,https://i.ytimg.com/vi/LD09UmHrVp4/hqdefault.jpg,2019-07-01T22:00:00Z
HZ_oZyAyW0M,第41回 はじめての確定拠出年金iDecoや企業型DCについて初心者向けに解説^^【お金の勉強　株式投資編】,https://i.ytimg.com/vi/HZ_oZyAyW0M/default.jpg,https://i.ytimg.com/vi/HZ_oZyAyW0M/mqdefault.jpg,https://i.ytimg.com/vi/HZ_oZyAyW0M/hqdefault.jpg,2019-06-20T10:00:02Z
kw1ccK0Cjtg,第39回 index積立投資で米国株が暴落した時はどうすれば良いか？【お金の勉強 株式投資編】,https://i.ytimg.com/vi/kw1ccK0Cjtg/default.jpg,https://i.ytimg.com/vi/kw1ccK0Cjtg/mqdefault.jpg,https://i.ytimg.com/vi/kw1ccK0Cjtg/hqdefault.jpg,2019-05-25T22:00:07Z
9N84AlI6jjY,第66回【高配当ETF】高配当株マニアがSPYDに投資している7つの理由【株式投資編】,https://i.ytimg.com/vi/9N84AlI6jjY/default.jpg,https://i.ytimg.com/vi/9N84AlI6jjY/mqdefault.jpg,https://i.ytimg.com/vi/9N84AlI6jjY/hqdefault.jpg,2019-09-20T22:00:00Z
GFX9pUCM_8I,第123回【閲覧注意】ディズニーランドの総資産は◯億円！夢と魔法の源泉教えます【お金の勉強　初級編】,https://i.ytimg.com/vi/GFX9pUCM_8I/default.jpg,https://i.ytimg.com/vi/GFX9pUCM_8I/mqdefault.jpg,https://i.ytimg.com/vi/GFX9pUCM_8I/hqdefault.jpg,2019-08-01T22:00:03Z
0d3reYJ_V98,第118回 年収1000万円でも確実に貧乏になる方法【お金の勉強　初級編】,https://i.ytimg.com/vi/0d3reYJ_V98/default.jpg,https://i.ytimg.com/vi/0d3reYJ_V98/mqdefault.jpg,https://i.ytimg.com/vi/0d3reYJ_V98/hqdefault.jpg,2019-07-21T22:00:00Z
uMgA2bqnxOA,第107回 楽天経済圏に移行して400万円分の資産所得を得る方法【お金の勉強　初級編】,https://i.ytimg.com/vi/uMgA2bqnxOA/default.jpg,https://i.ytimg.com/vi/uMgA2bqnxOA/mqdefault.jpg,https://i.ytimg.com/vi/uMgA2bqnxOA/hqdefault.jpg,2019-06-20T22:00:11Z
CBFJvSgO7yw,第64回【超初心者向け】はじめての高配当株投資！始め方＆ポイントを専門用語をほぼ使わずに解説【株式投資編】,https://i.ytimg.com/vi/CBFJvSgO7yw/default.jpg,https://i.ytimg.com/vi/CBFJvSgO7yw/mqdefault.jpg,https://i.ytimg.com/vi/CBFJvSgO7yw/hqdefault.jpg,2019-09-15T22:00:01Z
XMW05IasNcU,第32回 自分の夢や強みがわからないあなたへ【人生論】,https://i.ytimg.com/vi/XMW05IasNcU/default.jpg,https://i.ytimg.com/vi/XMW05IasNcU/mqdefault.jpg,https://i.ytimg.com/vi/XMW05IasNcU/hqdefault.jpg,2019-04-20T22:00:05Z
QcWqfCxOT_s,第89回 お金の勉強をしないと、あなたは一生搾取され続ける【お金の勉強 初級編】,https://i.ytimg.com/vi/QcWqfCxOT_s/default.jpg,https://i.ytimg.com/vi/QcWqfCxOT_s/mqdefault.jpg,https://i.ytimg.com/vi/QcWqfCxOT_s/hqdefault.jpg,2019-04-28T22:00:01Z
CjofGBuU5so,第5回 貯金や民間保険よりはマシ！？国民年金基金の使いどころ【お金を&quot;貯める&quot;】,https://i.ytimg.com/vi/CjofGBuU5so/default.jpg,https://i.ytimg.com/vi/CjofGBuU5so/mqdefault.jpg,https://i.ytimg.com/vi/CjofGBuU5so/hqdefault.jpg,2019-07-02T22:00:02Z
04-XHmIIRpE,第34回 投資信託(楽天VTI)とETF(VTI)はどちらがおすすめか？【お金の勉強 株式投資編】,https://i.ytimg.com/vi/04-XHmIIRpE/default.jpg,https://i.ytimg.com/vi/04-XHmIIRpE/mqdefault.jpg,https://i.ytimg.com/vi/04-XHmIIRpE/hqdefault.jpg,2019-04-24T22:00:00Z
UljngsWpuos,第63回【あなたも知らずにやっている】人生で損する質問の仕方7選【人生論】,https://i.ytimg.com/vi/UljngsWpuos/default.jpg,https://i.ytimg.com/vi/UljngsWpuos/mqdefault.jpg,https://i.ytimg.com/vi/UljngsWpuos/hqdefault.jpg,2019-09-19T22:00:03Z
lLAZQtjRmXA,第88回 公務員がバレずに副業することは可能？【お金の勉強 初級編】,https://i.ytimg.com/vi/lLAZQtjRmXA/default.jpg,https://i.ytimg.com/vi/lLAZQtjRmXA/mqdefault.jpg,https://i.ytimg.com/vi/lLAZQtjRmXA/hqdefault.jpg,2019-04-17T22:00:03Z
ugYu70sgNxo,第111回 学長おすすめの家計簿アプリ【マネーフォワードME】【お金の勉強　初級編】,https://i.ytimg.com/vi/ugYu70sgNxo/default.jpg,https://i.ytimg.com/vi/ugYu70sgNxo/mqdefault.jpg,https://i.ytimg.com/vi/ugYu70sgNxo/hqdefault.jpg,2019-07-04T22:00:06Z
qOdiw9IF6U0,第51回 大人こそ勉強(読書)をすれば人生が楽になる【人生論】,https://i.ytimg.com/vi/qOdiw9IF6U0/default.jpg,https://i.ytimg.com/vi/qOdiw9IF6U0/mqdefault.jpg,https://i.ytimg.com/vi/qOdiw9IF6U0/hqdefault.jpg,2019-08-04T22:00:04Z
slmeFjIBVyY,第11回 学長流「儲かるサイト」「稼げるサイト」の作り方 【稼ぐ 実践編】,https://i.ytimg.com/vi/slmeFjIBVyY/default.jpg,https://i.ytimg.com/vi/slmeFjIBVyY/mqdefault.jpg,https://i.ytimg.com/vi/slmeFjIBVyY/hqdefault.jpg,2019-04-25T22:00:02Z
XoAV7A-TSVg,第120回 NHKの受信料を支払わない方法【お金の勉強　初級編】,https://i.ytimg.com/vi/XoAV7A-TSVg/default.jpg,https://i.ytimg.com/vi/XoAV7A-TSVg/mqdefault.jpg,https://i.ytimg.com/vi/XoAV7A-TSVg/hqdefault.jpg,2019-07-23T22:00:02Z
hsssnni7y8A,第63回 少額からの資産運用は意味がないのか？意味ない派・意味ある派の3つの主張【株式投資編】,https://i.ytimg.com/vi/hsssnni7y8A/default.jpg,https://i.ytimg.com/vi/hsssnni7y8A/mqdefault.jpg,https://i.ytimg.com/vi/hsssnni7y8A/hqdefault.jpg,2019-09-10T22:00:06Z
_BFlhwSbaPM,第59回 【日本株の高配当株投資】最安で適切な銘柄数に少額分散投資する方法【株式投資編】,https://i.ytimg.com/vi/_BFlhwSbaPM/default.jpg,https://i.ytimg.com/vi/_BFlhwSbaPM/mqdefault.jpg,https://i.ytimg.com/vi/_BFlhwSbaPM/hqdefault.jpg,2019-08-27T22:00:08Z
61RwkiC67Y8,第45回 学長は幼少期どんな教育を受けてきたのか？【考える力と行動力】【人生論】,https://i.ytimg.com/vi/61RwkiC67Y8/default.jpg,https://i.ytimg.com/vi/61RwkiC67Y8/mqdefault.jpg,https://i.ytimg.com/vi/61RwkiC67Y8/hqdefault.jpg,2019-06-25T22:00:00Z
nM62SVD5wXM,第57回 【信者ビジネスで大儲け】学長がYOUTUBEで発信し続ける本当の理由【人生論】,https://i.ytimg.com/vi/nM62SVD5wXM/default.jpg,https://i.ytimg.com/vi/nM62SVD5wXM/mqdefault.jpg,https://i.ytimg.com/vi/nM62SVD5wXM/hqdefault.jpg,2019-09-01T22:00:05Z
ke3Hu7hC50o,第13回 パスワード管理におすすめのアプリ 【1Password・ワンパスワード】【ゼロから学ぶITスキル】,https://i.ytimg.com/vi/ke3Hu7hC50o/default.jpg,https://i.ytimg.com/vi/ke3Hu7hC50o/mqdefault.jpg,https://i.ytimg.com/vi/ke3Hu7hC50o/hqdefault.jpg,2019-06-17T22:00:04Z
Ce3qAfXy18Y,第19回 新しい事業内容の決め方と注意点【マネして小さく始める】【稼ぐ 実践編】,https://i.ytimg.com/vi/Ce3qAfXy18Y/default.jpg,https://i.ytimg.com/vi/Ce3qAfXy18Y/mqdefault.jpg,https://i.ytimg.com/vi/Ce3qAfXy18Y/hqdefault.jpg,2019-05-31T22:00:01Z
BleKU04nCnY,第106回 老後資金が2000万不足？年金は崩壊するのか？どう備えれば良い？【お金の勉強 初級編】,https://i.ytimg.com/vi/BleKU04nCnY/default.jpg,https://i.ytimg.com/vi/BleKU04nCnY/mqdefault.jpg,https://i.ytimg.com/vi/BleKU04nCnY/hqdefault.jpg,2019-06-13T22:00:02Z
TAUIyGJ_2aI,第9回 ネット検索力がないとあなたは生涯損をする【検索力の鍛え方】【ゼロから学ぶITスキル】,https://i.ytimg.com/vi/TAUIyGJ_2aI/default.jpg,https://i.ytimg.com/vi/TAUIyGJ_2aI/mqdefault.jpg,https://i.ytimg.com/vi/TAUIyGJ_2aI/hqdefault.jpg,2019-04-30T22:00:03Z
6ruvMYAe8cQ,第53回 あなたの身近にいる人生で関わってはいけない人5選【人生論】,https://i.ytimg.com/vi/6ruvMYAe8cQ/default.jpg,https://i.ytimg.com/vi/6ruvMYAe8cQ/mqdefault.jpg,https://i.ytimg.com/vi/6ruvMYAe8cQ/hqdefault.jpg,2019-08-16T22:00:01Z
2cOwgFU6cZs,第86回 学長が養老保険をおすすめしない理由【お金の勉強 初級編】,https://i.ytimg.com/vi/2cOwgFU6cZs/default.jpg,https://i.ytimg.com/vi/2cOwgFU6cZs/mqdefault.jpg,https://i.ytimg.com/vi/2cOwgFU6cZs/hqdefault.jpg,2019-04-12T22:00:00Z
iO3ris90w5s,第31回 【マルチタスクの天才】専業主婦に副業を薦める3つの理由【稼ぐ　実践編】,https://i.ytimg.com/vi/iO3ris90w5s/default.jpg,https://i.ytimg.com/vi/iO3ris90w5s/mqdefault.jpg,https://i.ytimg.com/vi/iO3ris90w5s/hqdefault.jpg,2019-09-08T22:00:10Z
ErpqCfqMDbw,第42回 仕事が早く出来る人になるための3つのコツ【人生論】,https://i.ytimg.com/vi/ErpqCfqMDbw/default.jpg,https://i.ytimg.com/vi/ErpqCfqMDbw/mqdefault.jpg,https://i.ytimg.com/vi/ErpqCfqMDbw/hqdefault.jpg,2019-06-16T22:00:00Z
ZyVaPduofbE,第16回 起業の成功率はたったの6%　起業で確実に成功する方法【稼ぐ 実践編】,https://i.ytimg.com/vi/ZyVaPduofbE/default.jpg,https://i.ytimg.com/vi/ZyVaPduofbE/mqdefault.jpg,https://i.ytimg.com/vi/ZyVaPduofbE/hqdefault.jpg,2019-05-17T22:00:09Z
-2coJUh7I3M,第127回 国民年金は入った方が得なのか？【まさかの年利○%】【お金の勉強　初級編】,https://i.ytimg.com/vi/-2coJUh7I3M/default.jpg,https://i.ytimg.com/vi/-2coJUh7I3M/mqdefault.jpg,https://i.ytimg.com/vi/-2coJUh7I3M/hqdefault.jpg,2019-08-14T22:00:00Z
kXmv3TVDq8s,第6回 学長はどこから情報を仕入れているのか？【稼ぐ 実践編】,https://i.ytimg.com/vi/kXmv3TVDq8s/default.jpg,https://i.ytimg.com/vi/kXmv3TVDq8s/mqdefault.jpg,https://i.ytimg.com/vi/kXmv3TVDq8s/hqdefault.jpg,2019-04-07T22:00:11Z
HCYOQamxJ3o,第84回 お金を借りる時、カード審査で見られる「信用情報CIC」とは？【お金の勉強 初級編】,https://i.ytimg.com/vi/HCYOQamxJ3o/default.jpg,https://i.ytimg.com/vi/HCYOQamxJ3o/mqdefault.jpg,https://i.ytimg.com/vi/HCYOQamxJ3o/hqdefault.jpg,2019-04-03T22:00:04Z
nzo36aM5WQk,第45回 あなたに最適な投資手法の見つけ方 分散投資と集中投資どちらの投資法が良いか？【お金の勉強　株式投資編】,https://i.ytimg.com/vi/nzo36aM5WQk/default.jpg,https://i.ytimg.com/vi/nzo36aM5WQk/mqdefault.jpg,https://i.ytimg.com/vi/nzo36aM5WQk/hqdefault.jpg,2019-07-06T22:00:04Z
Mu9nqXe19tA,第29回 成功する人としない人の違い【人生論】,https://i.ytimg.com/vi/Mu9nqXe19tA/default.jpg,https://i.ytimg.com/vi/Mu9nqXe19tA/mqdefault.jpg,https://i.ytimg.com/vi/Mu9nqXe19tA/hqdefault.jpg,2019-04-10T22:00:03Z
ceuwJ-_U_oo,第129回 【年金対策】最強の長生きリスク対策！「終身年金」を用意する5つの選択肢【お金の勉強　初級編】,https://i.ytimg.com/vi/ceuwJ-_U_oo/default.jpg,https://i.ytimg.com/vi/ceuwJ-_U_oo/mqdefault.jpg,https://i.ytimg.com/vi/ceuwJ-_U_oo/hqdefault.jpg,2019-09-05T22:00:07Z
asLPu9_lifQ,第27回 学長が失敗したリアルビジネス6選【稼ぐ　実践編】,https://i.ytimg.com/vi/asLPu9_lifQ/default.jpg,https://i.ytimg.com/vi/asLPu9_lifQ/mqdefault.jpg,https://i.ytimg.com/vi/asLPu9_lifQ/hqdefault.jpg,2019-08-28T22:00:01Z
dc5nYFtJRCg,第36回 高配当株か成長株どちらの投資がおすすめか？【お金の勉強 株式投資編】,https://i.ytimg.com/vi/dc5nYFtJRCg/default.jpg,https://i.ytimg.com/vi/dc5nYFtJRCg/mqdefault.jpg,https://i.ytimg.com/vi/dc5nYFtJRCg/hqdefault.jpg,2019-05-12T22:00:02Z
QJ2Sc6jib1s,第105回 投機は絶対にダメなのか？【お金の公理を学ぶ】【お金の勉強 初級編】,https://i.ytimg.com/vi/QJ2Sc6jib1s/default.jpg,https://i.ytimg.com/vi/QJ2Sc6jib1s/mqdefault.jpg,https://i.ytimg.com/vi/QJ2Sc6jib1s/hqdefault.jpg,2019-06-10T22:00:02Z
gqibcL8vSgA,第59回【会社からの緊急脱出】年収100万円未満でも心豊かに暮らす方法【人生論】,https://i.ytimg.com/vi/gqibcL8vSgA/default.jpg,https://i.ytimg.com/vi/gqibcL8vSgA/mqdefault.jpg,https://i.ytimg.com/vi/gqibcL8vSgA/hqdefault.jpg,2019-09-09T22:00:03Z
Sqt2kap6ra8,第7回 個人事業主が保険に入ってなくてケガで働けない場合にどうすれば良いか？【お金を&quot;貯める&quot;】,https://i.ytimg.com/vi/Sqt2kap6ra8/default.jpg,https://i.ytimg.com/vi/Sqt2kap6ra8/mqdefault.jpg,https://i.ytimg.com/vi/Sqt2kap6ra8/hqdefault.jpg,2019-07-10T22:00:02Z
qhU2nVLIdjs,第38回 米国株を買うのにおすすめの証券口座【楽天証券・SBI証券】【お金の勉強 株式投資編】,https://i.ytimg.com/vi/qhU2nVLIdjs/default.jpg,https://i.ytimg.com/vi/qhU2nVLIdjs/mqdefault.jpg,https://i.ytimg.com/vi/qhU2nVLIdjs/hqdefault.jpg,2019-05-24T22:00:05Z
bmP0paSWf3U,第43回 あなたの資産運用がうまくいかない理由【軸がないから】【お金の勉強　株式投資編】,https://i.ytimg.com/vi/bmP0paSWf3U/default.jpg,https://i.ytimg.com/vi/bmP0paSWf3U/mqdefault.jpg,https://i.ytimg.com/vi/bmP0paSWf3U/hqdefault.jpg,2019-06-24T22:00:03Z
dHzSbz3-Dgo,第56回【米国株投資に逆風】米国企業の「株主第一主義」が終焉を迎える【株式投資編】,https://i.ytimg.com/vi/dHzSbz3-Dgo/default.jpg,https://i.ytimg.com/vi/dHzSbz3-Dgo/mqdefault.jpg,https://i.ytimg.com/vi/dHzSbz3-Dgo/hqdefault.jpg,2019-08-22T22:00:06Z
7MEx-1WoOH0,第110回 自動車保険のマイカー共済は良い保険？【おすすめ出来る】【お金の勉強　初級編】,https://i.ytimg.com/vi/7MEx-1WoOH0/default.jpg,https://i.ytimg.com/vi/7MEx-1WoOH0/mqdefault.jpg,https://i.ytimg.com/vi/7MEx-1WoOH0/hqdefault.jpg,2019-06-30T22:00:02Z
pOiCZCgiQD4,第43回 学長流 プレゼン上達術【人生論】,https://i.ytimg.com/vi/pOiCZCgiQD4/default.jpg,https://i.ytimg.com/vi/pOiCZCgiQD4/mqdefault.jpg,https://i.ytimg.com/vi/pOiCZCgiQD4/hqdefault.jpg,2019-06-18T22:00:07Z
OhDcDSfSDXA,第67回【縁切り】不祥事を起こした企業の株を買ってはいけない3つの理由【株式投資編】,https://i.ytimg.com/vi/OhDcDSfSDXA/default.jpg,https://i.ytimg.com/vi/OhDcDSfSDXA/mqdefault.jpg,https://i.ytimg.com/vi/OhDcDSfSDXA/hqdefault.jpg,2019-09-25T22:00:04Z
iim8YocZhMo,第87回 賃貸と持ち家(マイホーム)どっちがお得？【お金の勉強 初級編】,https://i.ytimg.com/vi/iim8YocZhMo/default.jpg,https://i.ytimg.com/vi/iim8YocZhMo/mqdefault.jpg,https://i.ytimg.com/vi/iim8YocZhMo/hqdefault.jpg,2019-04-16T22:00:03Z
E3uvprJyVHY,第58回【投資信託・ETFで迷ったらこれ】インデックス投資はVT1本、VTI1本でも立派なポートフォリオ【株式投資編】,https://i.ytimg.com/vi/E3uvprJyVHY/default.jpg,https://i.ytimg.com/vi/E3uvprJyVHY/mqdefault.jpg,https://i.ytimg.com/vi/E3uvprJyVHY/hqdefault.jpg,2019-08-26T22:00:00Z
lGgEeAPl_bk,第13回 初心者向けアフィリエイト・ブログの始め方【ざっくり解説】【稼ぐ 実践編】,https://i.ytimg.com/vi/lGgEeAPl_bk/default.jpg,https://i.ytimg.com/vi/lGgEeAPl_bk/mqdefault.jpg,https://i.ytimg.com/vi/lGgEeAPl_bk/hqdefault.jpg,2019-05-06T22:00:08Z
bYCl0kOq9Eg,第119回 50代からの資産運用と老後対策！100歳まで安心して生きる方法【お金の勉強　初級編】,https://i.ytimg.com/vi/bYCl0kOq9Eg/default.jpg,https://i.ytimg.com/vi/bYCl0kOq9Eg/mqdefault.jpg,https://i.ytimg.com/vi/bYCl0kOq9Eg/hqdefault.jpg,2019-07-22T22:00:03Z
ilQeeMwn0u4,第62回 SBI・バンガード・S&amp;P500インデックス、eMaxisSlim米国、楽天VTIどれが一番お勧めか？【株式投資編】,https://i.ytimg.com/vi/ilQeeMwn0u4/default.jpg,https://i.ytimg.com/vi/ilQeeMwn0u4/mqdefault.jpg,https://i.ytimg.com/vi/ilQeeMwn0u4/hqdefault.jpg,2019-09-06T22:00:04Z
sJlNw3Osgmk,第108回 日経新聞を無料で読む方法【楽天証券で読める】【お金の勉強　初級編】,https://i.ytimg.com/vi/sJlNw3Osgmk/default.jpg,https://i.ytimg.com/vi/sJlNw3Osgmk/mqdefault.jpg,https://i.ytimg.com/vi/sJlNw3Osgmk/hqdefault.jpg,2019-06-26T22:00:04Z
